审计ID,模块,业务域,变更类型,迁移前路径,迁移后路径,Git状态,新增行,删除行,规范化代码相似度,依赖替换/Import变化,Android行为审计,平台边界,序列化/数据库影响,静态证据,风险,建议,验证状态,人工结论
CMP-0750,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Package.kt,A,91,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→590da34fd6ea; sha256 —→9dc6dbe54670,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0751,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Package01.kt,A,85,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→89583905f04d; sha256 —→fd1b3deb220c,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0752,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/PaintBoard.kt,A,58,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→e177cc243198; sha256 —→05e550720c94,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0753,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Pause.kt,A,68,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→070a378daea5; sha256 —→70534585fa67,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0754,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/PencilEdit01.kt,A,62,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→95d8d802dd1f; sha256 —→ba661ffc62eb,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0755,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Pin.kt,A,67,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→1bfa93177ed7; sha256 —→bc85e8f43183,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0756,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/PinOff.kt,A,84,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→f172871b487c; sha256 —→e9bbb37888f8,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0757,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Play.kt,A,47,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→d5204c8d8fe5; sha256 —→ba8d05c90b25,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0758,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/PlusSign.kt,A,41,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→161d2cf3538b; sha256 —→c31300c077f2,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0759,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Puzzle.kt,A,62,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→b9eb6f3ecdf0; sha256 —→3a29a260bd1c,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0760,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/QuillWrite01.kt,A,54,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→8f5cd79bedcf; sha256 —→e678e91717f8,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0761,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Refresh01.kt,A,56,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→9434bec18047; sha256 —→b0b1ad158705,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0762,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Refresh03.kt,A,73,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→d3fe15303f60; sha256 —→61bd1a942544,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0763,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Rocket01.kt,A,95,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→acefa1061747; sha256 —→6db84f96928a,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0764,hugeicons,搜索,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Search01.kt,A,53,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→6f432a32d530; sha256 —→1929192ffa0a,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0765,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/ServerStack01.kt,A,120,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→c7bc4e575ef5; sha256 —→c078bda861e4,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0766,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Setting07.kt,A,104,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→be382553dde6; sha256 —→8ebf76dc3a40,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0767,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Settings02.kt,A,88,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→ae2e053b9c5a; sha256 —→455454d20ce2,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0768,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Settings03.kt,A,70,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→9efacbddb830; sha256 —→b37963074b9b,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0769,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Share01.kt,A,72,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→82396f7ebce3; sha256 —→b5f97e4b62b2,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0770,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Share03.kt,A,67,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→3b4cc1820640; sha256 —→8d6bfa584c79,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0771,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Share04.kt,A,60,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→0551ff65a926; sha256 —→582e81ed0819,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0772,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Share08.kt,A,83,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→ce0411b7b31f; sha256 —→7bc3a370c64f,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0773,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/SmartPhone01.kt,A,61,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→ff332e6ef618; sha256 —→efe5b7b237bb,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0774,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Sorting01.kt,A,87,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→af50c18bf3d2; sha256 —→ff1bae1aaf0a,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0775,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Sparkles.kt,A,72,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→c4974346153d; sha256 —→31490e959dff,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0776,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Stop.kt,A,50,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→a0beb0f060d6; sha256 —→e734d6e5ee32,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0777,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/StopCircle.kt,A,50,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→9e6b07dd4423; sha256 —→fcb395709082,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
CMP-0778,hugeicons,图标资产,新增实现/资源,—,hugeicons/src/commonMain/kotlin/me/rerere/hugeicons/stroke/Sun01.kt,A,67,0,—,"imports: — → androidx.compose.ui,me.rerere.hugeicons",共享实现发生变化；需用迁移前后同断言验证,commonMain；未发现 Java/Android import,无直接持久化标记,git=A; blob —→107671bc0bf2; sha256 —→c3bd4cdec55f,低,确认新增文件是必要平台实现/共享边界，并补迁移前后契约证据,待人工确认静态结论,待审核
